crop_id,crop_common_name,crop_genus,crop_specie,crop_group,crop_subgroup,max_rooting_depth,depletion_fraction,is_avg_depth,initial_kc,mid_kc,end_kc,max_height,is_avg_kc,nutrient_notes,percentrefuse,refuse,protein,lipid,energy,ca,fe,mg,ph,k,na,zn,cu,fl,mn,se,vita_rae,vite,vitc,thiamin,riboflavin,niacin,pantothenic,vitb6,folate,vitb12,vitk,is_avg_nutrient,farm_id,user_added,deleted,nutrient_credits,created_by_user_id,updated_by_user_id,created_at,updated_at,crop_translation_key,crop_photo_url,reviewed,can_be_cover_crop,planting_depth,yield_per_area,average_seed_weight,yield_per_plant,lifecycle,seeding_type,needs_transplant,germination_days,transplant_days,harvest_days,termination_days,planting_method,plant_spacing,seeding_rate,hs_code_id
1753,Yarrow,,,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d921860-31b8-11ec-adce-0242ac130002,true,,,4e4a9a0e-31b8-11ec-adce-0242ac130002,4e4a9a0e-31b8-11ec-adce-0242ac130002,2021-10-29 21:32:11.143+00,2021-10-29 21:32:11.143+00,Yarrow,https://litefarmbeta.nyc3.digitaloceanspaces.com/default_crop/v2/default.webp,,true,,,,,ANNUAL,SEED,,,,,,,,,
1447,Guaco  - Guaco,Mikania ,Mikania glomerata,Other crops,Other crops,,0.5,,,,,,,,50,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,,c134306a-8e30-11eb-9e26-0a7facd3678d,true,,,107510065177054684687,107510065177054684687,2021-04-29 18:05:16.093+00,2021-04-29 18:05:16.093+00,Guaco  - Guaco,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/default.webp,,,,,,,ANNUAL,SEED,,,,,,,,,12119029
1600,Hemp, manila (abaca),Musa,textilis,Other crops,Fibre crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,HEMP_MANILA_ABACA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/hemp_manila_abaca.webp,true,,,0.102000000000,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,14,,540,,,,,530500
1601,Hemp, sunn (crotalaria),Crotalaria,juncea,Other crops,Fibre crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,HEMP_SUNN_CROTALARIA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/hemp_sun.webp,true,true,,1.600000000000,,,ANNUAL,SEED,,,,,,,,,12119099
1602,Hempseed,Cannabis,sativa,Oilseed crops and oleaginous fruits,Permanent oilseed crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,HEMPSEED,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/hempseed.webp,true,,,0.154000000000,,,ANNUAL,SEED,,,,,,,,,12079991
1604,Henna,Lawsonia,inermis,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,HENNA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/hen.webp,true,,,1.250000000000,,,PERENNIAL,SEED,true,,,1095,,,,,14041019
1605,Horseradish,Armoracia,rusticana,Vegetables and melons,Root, bulb or tuberous vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,HORSERADISH,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/horseradish.webp,true,,0.007500000000,0.841000000000,,0.450000000000,PERENNIAL,SEED,true,7,,,,,0.200000000000,,706909020
1608,Inca peanut,Plukenetia,volubilis,Fruit and nuts,Nuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,INCA_PEANUT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/inca_peanut.webp,true,,,,,,PERENNIAL,SEED,true,,,,,,,,80200
1609,Indigo,Indigofera,tinctoria,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,INDIGO,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/indigo.webp,true,true,,,,,PERENNIAL,SEED,true,,,,,,,,121190
1610,Jack bean,Canavalia,ensiformis,Leguminous crops,Leguminous crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,JACK_BEAN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/jack_bean.webp,true,true,,,,,ANNUAL,SEED,,,,,,,,,71339
1611,Jackfruit,Artocarpus,heterophyllus,Fruit and nuts,Tropical and subtropical fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,JACKFRUIT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/jackfruit.webp,true,,,2.900000000000,,90.500000000000,PERENNIAL,SEED,true,21,,90,,,,,8109090
1612,Jasmine,Jasminum,spp.,Other crops,Flower crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,JASMINE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/jasmine.webp,true,,,,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,6031901
1614,Jícama,Pachyrhizus,erosus,Vegetables and melons,Root, bulb or tuberous vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,JÍCAMA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/jointed_flatsedge.webp,true,,,1.345000000000,,,ANNUAL,SEED,,12,,150,,,0.127000000000,,709990500
1616,Kapok,Ceiba,pentandra,Other crops,Fibre crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,KAPOK,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/kapok.webp,true,,,0.058000000000,,16.500000000000,PERENNIAL,SEED,true,,,,,,,,53089090
1617,Kenaf,Hibiscus,cannabinus,Other crops,Fibre crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,KENAF,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/kenaf.webp,true,,,1.121000000000,0.000030000000,,ANNUAL,SEED,,,,,,,,0.000800000000,53089090
1619,Laurel,Laurus,nobilis,Other crops,Spice and aromatic crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LAUREL,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/laurel.webp,true,,,,,41.500000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,121190
1244,Kale - Laurels Frilly,Brassica,oleracea var. acephala   ,Vegetables and melons,Leafy or stem vegetables,0.76,0.39333335,,0.68333334,1.0204667,0.91333336,,,,28,,4.28,0.93,49,150,1.47,47,92,491,38,0.56,1.499,,0.659,,500,,120,0.11,0.13,1,,0.271,141,,,,d2ff4000-6744-11ea-8f3b-22000a90b459,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Kale - Laurels Frilly,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/kale.webp,,,,,,,ANNUAL,SEED,,,,,,,,,121190
1620,Lavender,Lavandula,spp.,Other crops,Flower crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LAVENDER,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lavender.webp,true,,0.127000000000,0.112000000000,0.000010000000,0.060000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,12,,50,,ROW_METHOD,0.381000000000,,33012979
1185,Lavender - Don't know,a,a,Other crops,Medicinal, pesticidal or similar crops,1,0.5,,0.5,0.5,0.5,1,,,50,,1,1,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,b4c9ceb6-2e6e-11ea-9a69-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Lavender - Don't know,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lavender.webp,,,,,,,ANNUAL,SEED,,,,,,,,,33012979
169,Lavender,a,a,Other crops,Medicinal, pesticidal or similar crops,1,0.5,true,0.5,0.5,0.5,1,true,,50,,1,1,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,b4c9ceb6-2e6e-11ea-9a69-22000b628b95,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Lavender,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lavender.webp,,,,,,,ANNUAL,SEED,,,,,,,,,33012979
1621,Lemon balm,Melissa,officinalis,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LEMON_BALM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lemon_balm.webp,true,,,,0.000010000000,0.180000000000,PERENNIAL,SEED,true,10,,70,,,0.304800000000,,121190
1622,Lemon Scented Gum (Eucalipto cheiroso),Eucalyptus,citriodora,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LEMON_SCENTED_GUM_EUCALIPTO_CHEIROSO,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lemon_grass.webp,true,,,0.530000000000,,,PERENNIAL,SEED,true,,,,,,,,3301
1623,Lespedeza (all varieties),Lespedeza,spp.,Other crops,Grasses and other fodder crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LESPEDEZA_ALL_VARIETIES,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lespedeza_all_varieties.webp,true,true,,0.028000000000,0.000010000000,,PERENNIAL,SEED,,,,,,,,0.002522000000,1214
1624,Lime, sweet,Citrus,limetta,Fruit and nuts,Citrus fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LIME_SWEET,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lime.webp,true,,,,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,8055000
1626,Liquorice,Glycyrrhiza,glabra,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LIQUORICE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/liquorice.webp,true,,,0.280000000000,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,7,,365,,,0.006350000000,,17049010
1754,Siberian Ginseng,,,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d921860-31b8-11ec-adce-0242ac130002,true,,,4e4a9a0e-31b8-11ec-adce-0242ac130002,4e4a9a0e-31b8-11ec-adce-0242ac130002,2021-10-29 21:33:00.35+00,2021-10-29 21:33:00.35+00,Siberian Ginseng,https://litefarmbeta.nyc3.digitaloceanspaces.com/default_crop/v2/default.webp,,,,,,,ANNUAL,SEED,,,,,,,,,
1628,Lupin (lupino),Lupinus,albus,Leguminous crops,Leguminous crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LUPIN_LUPINO,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lupin.webp,true,true,,2.550000000000,0.000140000000,,ANNUAL,SEED,,,,,,,,,1214
1629,Lupine (all varieties),Lupinus,spp.,Leguminous crops,Leguminous crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,LUPINE_ALL_VARIETIES,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/lupine.webp,true,true,0.006300000000,,0.000140000000,,PERENNIAL,SEED,true,14,,,,,0.558800000000,,1214
1631,Maguey,Agave,americana,Other crops,Fibre crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MAGUEY,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maguey.webp,true,,,12.000000000000,,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,1460,,,1.500000000000,,17026090
1633,Maize hybrid,Zea,mays,Cereals,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MAIZE_HYBRID,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maize_hybrid.webp,true,true,0.035000000000,0.990000000000,,,ANNUAL,SEED,,7,,50,,,0.075000000000,,10051018
1634,Maize ordinary,Zea,mays,Cereals,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MAIZE_ORDINARY,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maize_ordinary.webp,true,true,0.035000000000,0.990000000000,,,ANNUAL,SEED,,7,,50,,,0.075000000000,,100590
1635,Mandarin,Citrus,reticulata,Fruit and nuts,Citrus fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MANDARIN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/mandarin.webp,true,,,1.233000000000,,72.570000000000,PERENNIAL,SEED,true,,,,,ROW_METHOD,2.743200000000,,8052100
1308,Mandarina - Criolla,Cítricos,citrus reticulata,Fruit and nuts,Citrus fruits,1.5,0.5,,0.3,0.85,0.45,2,,,50,,0.8457143,0.14714286,38.57143,26.428572,0.24857143,8.285714,15.428572,162,0.85714287,0.074285716,0.047142856,1,0.02,1,11.833333,1,47.528572,0.057142857,0.028142856,0.28142858,1,0.056571428,18.833334,,1,,829b1e3a-285b-11eb-8aca-22000b479377,true,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,Mandarina - Criolla,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/default.webp,,,,,,,ANNUAL,SEED,,,,,,,,,8052100
1636,Mangosteen,Garcinia,mangostana,Fruit and nuts,Tropical and subtropical fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MANGOSTEEN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/mangosteen.webp,true,,,0.500000000000,,,PERENNIAL,SEED,true,43,,2555,,,,,80450
1637,Mangosteen false (False mangosteen),Garcinia,xanthochymus,Fruit and nuts,Tropical and subtropical fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MANGOSTEEN_FALSE_FALSE_MANGOSTEEN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/mangosteen.webp,true,,,,,,PERENNIAL,SEED,true,,,,,,,,80450
1640,Marjoram,Origanum,majorana,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MARJORAM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/marjoram.webp,true,,,,0.000010000000,0.180000000000,ANNUAL,SEED,true,7,,60,,CONTAINER_METHOD,0.177800000000,,7129050
1641,Maslin (mixed cereals),Mixture,spp.,Cereals,Mixed cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MASLIN_MIXED_CEREALS,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/maslin_mixed_cereals.webp,true,true,,,,,ANNUAL,SEED,,,,,,,,,11010000
1642,Medlar,Mespilus,germanica,Fruit and nuts,Pome fruits and stone fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MEDLAR,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/medlar.webp,true,,,,,85.000000000000,PERENNIAL,SEED,true,,,730,,,,,8119
1644,Millet (bulrush),Pennisetum,glaucum,Cereals,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MILLET_BULRUSH,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/millet_bajra_pearl.webp,true,true,0.019100000000,0.448000000000,0.000010000000,,ANNUAL,SEED,,10,,75,,,,0.000280000000,10082920
1645,Miracle fruit,Synsepalum,dulcificum,Fruit and nuts,Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MIRACLE_FRUIT,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/miracle_fruit.webp,true,,,,,1.750000000000,PERENNIAL,SEED,true,,,,,,,,8119
1649,Momoqui (Sibipiruna),Caesalpinia,pluviosa,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,MOMOQUI_SIBIPIRUNA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/default.webp,true,,,,,,PERENNIAL,SEED,true,10,,,,,,,4403
1654,Niger seed,Guizotia,abyssinica,Oilseed crops and oleaginous fruits,Other temporary oilseed crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,NIGER_SEED,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/niger_seed.webp,true,true,,0.055000000000,,,ANNUAL,SEED,,2,,90,,BROADCAST_METHOD,,0.001000000000,12099100
1656,Onion, green,Allium,cepa,Vegetables and melons,Root, bulb or tuberous vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,ONION_GREEN,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/onion-green.webp,true,,0.007500000000,2.687000000000,0.000010000000,,ANNUAL,SEED,true,10,63,,,,0.080000000000,,70310
1657,Onion, red,Allium,cepa,Vegetables and melons,Root, bulb or tuberous vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,ONION_RED,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/onion-red.webp,true,,0.007500000000,3.174000000000,0.000010000000,0.450000000000,ANNUAL,SEED,true,10,63,115,,,0.080000000000,,70310
1658,Onion, welsh (Welsh onion),Allium,fistulosum,Vegetables and melons,Root, bulb or tuberous vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,ONION_WELSH_WELSH_ONION,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/welsh_onion.webp,true,,0.007500000000,1.109000000000,0.000010000000,,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,6,,90,,,0.080000000000,,70310
1659,Opium,Papaver,somniferum,Other crops,Medicinal, pesticidal or similar crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,OPIUM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/opium.webp,true,,,0.837000000000,0.000010000000,,ANNUAL,SEED,,7,,80,,,,0.000500000000,130211
1661,Oregano,Origanum,vulgare,Stimulant, spice and aromatic crops,Spice and aromatic crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,OREGANO,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/oregano.webp,true,,0.006300000000,0.489000000000,0.000010000000,0.180000000000,PERENNIAL,SEED,true,7,,90,,ROW_METHOD,0.250000000000,,7129050
1474,Oregano - Común,Origanum, Origanum vulgare,Other crops,Other crops,,0.5,,,,,,,,50,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,,e3d004c6-59c1-11eb-a2f3-22000ab2b8c4,true,,,101730954710235405650,101730954710235405650,2021-04-29 20:35:05.91+00,2021-04-29 20:35:05.91+00,Oregano - Común,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/oregano.webp,,,,,,,ANNUAL,SEED,,,,,,,,,7129050
1484,Oregano - Comúm,Origanum ,Origanum vulgare,Other crops,Other crops,,0.5,,,,,,,,50,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,,440ee648-a92e-11eb-8b1b-0242ac130002,true,,,101730954710235405650,101730954710235405650,2021-04-29 22:50:08.314+00,2021-04-29 22:50:08.314+00,Oregano - Comúm,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/oregano.webp,,,,,,,ANNUAL,SEED,,,,,,,,,7129050
1662,Palm bahia piassaba (Bahia piassaba palm),Attalea,funifera,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PALM_BAHIA_PIASSABA_BAHIA_PIASSABA_PALM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/bahia_piassaba_palm.webp,true,,,,,,PERENNIAL,SEED,true,,,,,,,,12071000
1663,Palm jussara (Jussara palm),Euterpe,edulis,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PALM_JUSSARA_JUSSARA_PALM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/jussara_palm.webp,true,,,,,,PERENNIAL,SEED,true,,,,,,,,12071000
1755,Beterraba amarela,,,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dcd91532-27a1-11ec-9fa9-0242ac130003,true,,,0a605e24-eb30-11eb-a9ed-0242ac120002,0a605e24-eb30-11eb-a9ed-0242ac120002,2021-11-17 17:39:50.915+00,2021-11-17 17:39:50.915+00,Beterraba amarela,https://litefarmbeta.nyc3.digitaloceanspaces.com/default_crop/v2/default.webp,,,,,,,ANNUAL,SEED,,,,,,,,,
14,Rye,Secale,cereale,Cereals,Cereals,0.8,0.6,,0.95,1.05,1,0.3,,,,,10.34,1.63,338,24,2.63,110,332,510,2,2.65,0.367,,2.577,,1,,,0.316,0.251,4.27,,0.294,38,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,RYE,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/rye.webp,true,true,0.030000000000,0.276000000000,0.000030000000,,ANNUAL,SEED,,,,,,,,0.011208000000,11042985
1664,Palm palmyra,Borassus,flabellifer,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PALM_PALMYRA,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/palm_palmyra.webp,true,,0.100000000000,1.900000000000,,0.040000000000,PERENNIAL,SEED,true,45,,,,,5.000000000000,,12071000
1665,Palm peach (Peach palm),Bactris,gasipaes,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PALM_PEACH_PEACH_PALM,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/peach_palm.webp,true,,,1.550000000000,,45.400000000000,PERENNIAL,SEED,true,60,,730,,,,,12071000
1666,Palm, sago (Metroxylon sagu),Metroxylon,sagu,Other crops,Other crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PALM_SAGO_METROXYLON_SAGU,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/palm_sago.webp,true,,,,,225.000000000000,PERENNIAL,SEEDLING_OR_PLANTING_STOCK,true,,,,,,,,12071000
1667,Parsley,Petroselinum,crispum,Vegetables and melons,Leafy or stem vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2000-01-01 00:00:00+00,2000-01-01 00:00:00+00,PARSLEY,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/parsley.webp,true,,0.010000000000,0.952000000000,0.000010000000,0.100000000000,ANNUAL,SEED,true,14,66,70,,ROW_METHOD,0.150000000000,,12099150
1379,Parsley - N/A,N/A,N/A,Other crops,Other crops,,0.5,,,,,,,,50,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,1,,fc7f1742-3b20-11eb-a4ba-22000ab8b02b,true,,,5fd27b7f8734ba0068f059e6,5fd27b7f8734ba0068f059e6,2021-02-23 14:54:36.382+00,2021-02-23 14:54:36.382+00,Parsley - N/A,https://litefarmbeta.nyc3.cdn.digitaloceanspaces.com/default_crop/v2/parsley.webp,,,,,,,ANNUAL,SEED,,,,,,,,,12099150
